confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date.1,new_confirmed_cases
2843,3.75,0.0,0.0,0.0,0-9,2021-01-26,2021-01-26,15
2885,3.78,0.0,0.0,0.0,0-9,2021-01-27,2021-01-27,42
2918,3.79,0.0,0.0,0.0,0-9,2021-01-28,2021-01-28,33
2940,3.8,0.0,0.0,0.0,0-9,2021-01-29,2021-01-29,22
2967,3.81,0.0,0.0,0.0,0-9,2021-01-30,2021-01-30,27
2984,3.82,0.0,0.0,0.0,0-9,2021-01-31,2021-01-31,17
3004,3.83,0.0,0.0,0.0,0-9,2021-02-01,2021-02-01,20
3013,3.82,0.0,0.0,0.0,0-9,2021-02-02,2021-02-02,9
3035,3.83,0.0,0.0,0.0,0-9,2021-02-03,2021-02-03,22
3062,3.84,0.0,0.0,0.0,0-9,2021-02-04,2021-02-04,27
3092,3.86,0.0,0.0,0.0,0-9,2021-02-05,2021-02-05,30
3117,3.87,0.0,0.0,0.0,0-9,2021-02-06,2021-02-06,25
3138,3.88,0.0,0.0,0.0,0-9,2021-02-07,2021-02-07,21
3157,3.89,0.0,0.0,0.0,0-9,2021-02-08,2021-02-08,19
3172,3.89,0.0,0.0,0.0,0-9,2021-02-09,2021-02-09,15
3194,3.9,0.0,0.0,0.0,0-9,2021-02-10,2021-02-10,22
3221,3.91,0.0,0.0,0.0,0-9,2021-02-11,2021-02-11,27
3241,3.91,0.0,0.0,0.0,0-9,2021-02-12,2021-02-12,20
3262,3.92,0.0,0.0,0.0,0-9,2021-02-13,2021-02-13,21
3282,3.93,0.0,0.0,0.0,0-9,2021-02-14,2021-02-14,20
3301,3.94,0.0,0.0,0.0,0-9,2021-02-15,2021-02-15,19
3326,3.94,0.0,0.0,0.0,0-9,2021-02-16,2021-02-16,25
3358,3.95,0.0,0.0,0.0,0-9,2021-02-17,2021-02-17,32
3395,3.97,0.0,0.0,0.0,0-9,2021-02-18,2021-02-18,37
3430,3.98,0.0,0.0,0.0,0-9,2021-02-19,2021-02-19,35
3465,4.0,0.0,0.0,0.0,0-9,2021-02-20,2021-02-20,35
3488,4.01,0.0,0.0,0.0,0-9,2021-02-21,2021-02-21,23
3510,4.02,0.0,0.0,0.0,0-9,2021-02-22,2021-02-22,22
3530,4.03,0.0,0.0,0.0,0-9,2021-02-23,2021-02-23,20
3551,4.03,0.0,0.0,0.0,0-9,2021-02-24,2021-02-24,21
3574,4.04,0.0,0.0,0.0,0-9,2021-02-25,2021-02-25,23
3587,4.04,0.0,0.0,0.0,0-9,2021-02-26,2021-02-26,13
3609,4.04,0.0,0.0,0.0,0-9,2021-02-27,2021-02-27,22
3622,4.04,0.0,0.0,0.0,0-9,2021-02-28,2021-02-28,13
3653,4.06,0.0,0.0,0.0,0-9,2021-03-01,2021-03-01,31
3683,4.08,0.0,0.0,0.0,0-9,2021-03-02,2021-03-02,30
3730,4.11,0.0,0.0,0.0,0-9,2021-03-03,2021-03-03,47
3742,4.1,0.0,0.0,0.0,0-9,2021-03-04,2021-03-04,12
3754,4.1,0.0,0.0,0.0,0-9,2021-03-05,2021-03-05,12
3775,4.1,0.0,0.0,0.0,0-9,2021-03-06,2021-03-06,21
3793,4.1,0.0,0.0,0.0,0-9,2021-03-07,2021-03-07,18
3812,4.11,0.0,0.0,0.0,0-9,2021-03-08,2021-03-08,19
3840,4.12,0.0,0.0,0.0,0-9,2021-03-09,2021-03-09,28
3866,4.12,0.0,0.0,0.0,0-9,2021-03-10,2021-03-10,26
3894,4.13,0.0,0.0,0.0,0-9,2021-03-11,2021-03-11,28
3926,4.15,0.0,0.0,0.0,0-9,2021-03-12,2021-03-12,32
3945,4.15,0.0,0.0,0.0,0-9,2021-03-13,2021-03-13,19
3960,4.14,0.0,0.0,0.0,0-9,2021-03-14,2021-03-14,15
3979,4.14,0.0,0.0,0.0,0-9,2021-03-15,2021-03-15,19
3999,4.15,0.0,0.0,0.0,0-9,2021-03-16,2021-03-16,20
4017,4.15,0.0,0.0,0.0,0-9,2021-03-17,2021-03-17,18
4039,4.15,0.0,0.0,0.0,0-9,2021-03-18,2021-03-18,22
4065,4.16,0.0,0.0,0.0,0-9,2021-03-19,2021-03-19,26
4086,4.16,0.0,0.0,0.0,0-9,2021-03-20,2021-03-20,21
4107,4.16,0.0,0.0,0.0,0-9,2021-03-21,2021-03-21,21
4130,4.17,0.0,0.0,0.0,0-9,2021-03-22,2021-03-22,23
4154,4.18,0.0,0.0,0.0,0-9,2021-03-23,2021-03-23,24
4179,4.19,0.0,0.0,0.0,0-9,2021-03-24,2021-03-24,25
4200,4.19,0.0,0.0,0.0,0-9,2021-03-25,2021-03-25,21
4248,4.22,0.0,0.0,0.0,0-9,2021-03-26,2021-03-26,48
4276,4.22,0.0,0.0,0.0,0-9,2021-03-27,2021-03-27,28
4304,4.23,0.0,0.0,0.0,0-9,2021-03-28,2021-03-28,28
4317,4.23,0.0,0.0,0.0,0-9,2021-03-29,2021-03-29,13
4337,4.23,0.0,0.0,0.0,0-9,2021-03-30,2021-03-30,20
4371,4.24,0.0,0.0,0.0,0-9,2021-03-31,2021-03-31,34
4409,4.25,0.0,0.0,0.0,0-9,2021-04-01,2021-04-01,38
4431,4.25,0.0,0.0,0.0,0-9,2021-04-02,2021-04-02,22
4456,4.25,0.0,0.0,0.0,0-9,2021-04-03,2021-04-03,25
4477,4.25,0.0,0.0,0.0,0-9,2021-04-04,2021-04-04,21
4494,4.25,0.0,0.0,0.0,0-9,2021-04-05,2021-04-05,17
4523,4.26,0.0,0.0,0.0,0-9,2021-04-06,2021-04-06,29
4551,4.26,0.0,0.0,0.0,0-9,2021-04-07,2021-04-07,28
4586,4.26,0.0,0.0,0.0,0-9,2021-04-08,2021-04-08,35
4623,4.27,0.0,0.0,0.0,0-9,2021-04-09,2021-04-09,37
4657,4.27,0.0,0.0,0.0,0-9,2021-04-10,2021-04-10,34
4691,4.28,0.0,0.0,0.0,0-9,2021-04-11,2021-04-11,34
4719,4.28,0.0,0.0,0.0,0-9,2021-04-12,2021-04-12,28
4745,4.29,0.0,0.0,0.0,0-9,2021-04-13,2021-04-13,26
4777,4.29,0.0,0.0,0.0,0-9,2021-04-14,2021-04-14,32
4802,4.28,0.0,0.0,0.0,0-9,2021-04-15,2021-04-15,25
4837,4.29,0.0,0.0,0.0,0-9,2021-04-16,2021-04-16,35
4857,4.28,0.0,0.0,0.0,0-9,2021-04-17,2021-04-17,20
4887,4.28,0.0,0.0,0.0,0-9,2021-04-18,2021-04-18,30
4922,4.29,0.0,0.0,0.0,0-9,2021-04-19,2021-04-19,35
4943,4.29,0.0,0.0,0.0,0-9,2021-04-20,2021-04-20,21
4982,4.3,0.0,0.0,0.0,0-9,2021-04-21,2021-04-21,39
5011,4.3,0.0,0.0,0.0,0-9,2021-04-22,2021-04-22,29
5064,4.31,0.0,0.0,0.0,0-9,2021-04-23,2021-04-23,53
5096,4.31,0.0,0.0,0.0,0-9,2021-04-24,2021-04-24,32
5123,4.31,0.0,0.0,0.0,0-9,2021-04-25,2021-04-25,27
5147,4.31,0.0,0.0,0.0,0-9,2021-04-26,2021-04-26,24
5173,4.31,0.0,0.0,0.0,0-9,2021-04-27,2021-04-27,26
5204,4.31,0.0,0.0,0.0,0-9,2021-04-28,2021-04-28,31
5253,4.33,0.0,0.0,0.0,0-9,2021-04-29,2021-04-29,49
5283,4.33,0.0,0.0,0.0,0-9,2021-04-30,2021-04-30,30
5313,4.33,0.0,0.0,0.0,0-9,2021-05-01,2021-05-01,30
5336,4.33,0.0,0.0,0.0,0-9,2021-05-02,2021-05-02,23
5368,4.34,0.0,0.0,0.0,0-9,2021-05-03,2021-05-03,32
5394,4.34,0.0,0.0,0.0,0-9,2021-05-04,2021-05-04,26
5426,4.34,0.0,0.0,0.0,0-9,2021-05-05,2021-05-05,32
5460,4.35,0.0,0.0,0.0,0-9,2021-05-06,2021-05-06,34
5492,4.36,0.0,0.0,0.0,0-9,2021-05-07,2021-05-07,32
5521,4.36,0.0,0.0,0.0,0-9,2021-05-08,2021-05-08,29
5561,4.37,0.0,0.0,0.0,0-9,2021-05-09,2021-05-09,40
5577,4.36,0.0,0.0,0.0,0-9,2021-05-10,2021-05-10,16
5595,4.36,0.0,0.0,0.0,0-9,2021-05-11,2021-05-11,18
5633,4.37,0.0,0.0,0.0,0-9,2021-05-12,2021-05-12,38
5668,4.37,0.0,0.0,0.0,0-9,2021-05-13,2021-05-13,35
5700,4.37,0.0,0.0,0.0,0-9,2021-05-14,2021-05-14,32
5735,4.38,0.0,0.0,0.0,0-9,2021-05-15,2021-05-15,35
5781,4.39,0.0,0.0,0.0,0-9,2021-05-16,2021-05-16,46
5810,4.39,0.0,0.0,0.0,0-9,2021-05-17,2021-05-17,29
5841,4.4,0.0,0.0,0.0,0-9,2021-05-18,2021-05-18,31
5871,4.4,0.0,0.0,0.0,0-9,2021-05-19,2021-05-19,30
5902,4.4,0.0,0.0,0.0,0-9,2021-05-20,2021-05-20,31
5948,4.42,0.0,0.0,0.0,0-9,2021-05-21,2021-05-21,46
5975,4.41,0.0,0.0,0.0,0-9,2021-05-22,2021-05-22,27
5999,4.41,0.0,0.0,0.0,0-9,2021-05-23,2021-05-23,24
6033,4.42,0.0,0.0,0.0,0-9,2021-05-24,2021-05-24,34
6051,4.42,0.0,0.0,0.0,0-9,2021-05-25,2021-05-25,18
6095,4.43,0.0,0.0,0.0,0-9,2021-05-26,2021-05-26,44
6121,4.43,0.0,0.0,0.0,0-9,2021-05-27,2021-05-27,26
6133,4.42,0.0,0.0,0.0,0-9,2021-05-28,2021-05-28,12
6164,4.42,0.0,0.0,0.0,0-9,2021-05-29,2021-05-29,31
6180,4.42,0.0,0.0,0.0,0-9,2021-05-30,2021-05-30,16
6194,4.41,0.0,0.0,0.0,0-9,2021-05-31,2021-05-31,14
6219,4.42,0.0,0.0,0.0,0-9,2021-06-01,2021-06-01,25
6247,4.42,0.0,0.0,0.0,0-9,2021-06-02,2021-06-02,28
6277,4.42,0.0,0.0,0.0,0-9,2021-06-03,2021-06-03,30
6320,4.42,0.0,0.0,0.0,0-9,2021-06-04,2021-06-04,43
6360,4.43,0.0,0.0,0.0,0-9,2021-06-05,2021-06-05,40
6385,4.43,0.0,0.0,0.0,0-9,2021-06-06,2021-06-06,25
6410,4.43,0.0,0.0,0.0,0-9,2021-06-07,2021-06-07,25
6435,4.44,0.0,0.0,0.0,0-9,2021-06-08,2021-06-08,25
6468,4.44,0.0,0.0,0.0,0-9,2021-06-09,2021-06-09,33
6503,4.44,0.0,0.0,0.0,0-9,2021-06-10,2021-06-10,35
6528,4.45,0.0,0.0,0.0,0-9,2021-06-11,2021-06-11,25
6569,4.46,0.0,0.0,0.0,0-9,2021-06-12,2021-06-12,41
6593,4.46,0.0,0.0,0.0,0-9,2021-06-13,2021-06-13,24
6608,4.46,0.0,0.0,0.0,0-9,2021-06-14,2021-06-14,15
6630,4.46,0.0,0.0,0.0,0-9,2021-06-15,2021-06-15,22
6677,4.48,0.0,0.0,0.0,0-9,2021-06-16,2021-06-16,47
6703,4.48,0.0,0.0,0.0,0-9,2021-06-17,2021-06-17,26
6732,4.48,0.0,0.0,0.0,0-9,2021-06-18,2021-06-18,29
6763,4.49,0.0,0.0,0.0,0-9,2021-06-19,2021-06-19,31
6783,4.49,0.0,0.0,0.0,0-9,2021-06-20,2021-06-20,20
6804,4.49,0.0,0.0,0.0,0-9,2021-06-21,2021-06-21,21
6822,4.49,0.0,0.0,0.0,0-9,2021-06-22,2021-06-22,18
6861,4.5,0.0,0.0,0.0,0-9,2021-06-23,2021-06-23,39
6894,4.5,0.0,0.0,0.0,0-9,2021-06-24,2021-06-24,33
6955,4.52,0.0,0.0,0.0,0-9,2021-06-25,2021-06-25,61
7004,4.53,0.0,0.0,0.0,0-9,2021-06-26,2021-06-26,49
7056,4.55,0.0,0.0,0.0,0-9,2021-06-27,2021-06-27,52
7092,4.56,0.0,0.0,0.0,0-9,2021-06-28,2021-06-28,36
7119,4.56,0.0,0.0,0.0,0-9,2021-06-29,2021-06-29,27
7153,4.56,0.0,0.0,0.0,0-9,2021-06-30,2021-06-30,34
7188,4.56,0.0,0.0,0.0,0-9,2021-07-01,2021-07-01,35
7236,4.56,0.0,0.0,0.0,0-9,2021-07-02,2021-07-02,48
7284,4.57,0.0,0.0,0.0,0-9,2021-07-03,2021-07-03,48
7311,4.57,0.0,0.0,0.0,0-9,2021-07-04,2021-07-04,27
7354,4.57,0.0,0.0,0.0,0-9,2021-07-05,2021-07-05,43
7396,4.58,0.0,0.0,0.0,0-9,2021-07-06,2021-07-06,42
7429,4.56,0.0,0.0,0.0,0-9,2021-07-07,2021-07-07,33
7486,4.56,0.0,0.0,0.0,0-9,2021-07-08,2021-07-08,57
7552,4.57,0.0,0.0,0.0,0-9,2021-07-09,2021-07-09,66
7605,4.56,0.0,0.0,0.0,0-9,2021-07-10,2021-07-10,53
7663,4.56,0.0,0.0,0.0,0-9,2021-07-11,2021-07-11,58
7728,4.57,0.0,0.0,0.0,0-9,2021-07-12,2021-07-12,65
7815,4.59,0.0,0.0,0.0,0-9,2021-07-13,2021-07-13,87
7893,4.59,0.0,0.0,0.0,0-9,2021-07-14,2021-07-14,78
7997,4.61,0.0,0.0,0.0,0-9,2021-07-15,2021-07-15,104
8077,4.61,0.0,0.0,0.0,0-9,2021-07-16,2021-07-16,80
8153,4.62,0.0,0.0,0.0,0-9,2021-07-17,2021-07-17,76
8241,4.63,0.0,0.0,0.0,0-9,2021-07-18,2021-07-18,88
8362,4.67,0.0,0.0,0.0,0-9,2021-07-19,2021-07-19,121
8458,4.69,0.0,0.0,0.0,0-9,2021-07-20,2021-07-20,96
8581,4.71,0.0,0.0,0.0,0-9,2021-07-21,2021-07-21,123
8700,4.73,0.0,0.0,0.0,0-9,2021-07-22,2021-07-22,119
8811,4.74,0.0,0.0,0.0,0-9,2021-07-23,2021-07-23,111
8915,4.76,0.0,0.0,0.0,0-9,2021-07-24,2021-07-24,104
8994,4.76,0.0,0.0,0.0,0-9,2021-07-25,2021-07-25,79
9078,4.77,0.0,0.0,0.0,0-9,2021-07-26,2021-07-26,84
9184,4.8,0.0,0.0,0.0,0-9,2021-07-27,2021-07-27,106
9311,5.08,0.0,0.0,0.0,0-9,2021-07-28,2021-07-28,127
9435,4.84,0.0,0.0,0.0,0-9,2021-07-29,2021-07-29,124
9536,4.85,0.0,0.0,0.0,0-9,2021-07-30,2021-07-30,101
9632,4.86,0.0,0.0,0.0,0-9,2021-07-31,2021-07-31,96
9727,4.87,0.0,0.0,0.0,0-9,2021-08-01,2021-08-01,95
9812,4.88,0.0,0.0,0.0,0-9,2021-08-02,2021-08-02,85
9910,4.9,0.0,0.0,0.0,0-9,2021-08-03,2021-08-03,98
10007,4.91,0.0,0.0,0.0,0-9,2021-08-04,2021-08-04,97
10103,4.91,0.0,0.0,0.0,0-9,2021-08-05,2021-08-05,96
10231,4.93,0.0,0.0,0.0,0-9,2021-08-06,2021-08-06,128
10354,4.95,0.0,0.0,0.0,0-9,2021-08-07,2021-08-07,123
10471,4.96,0.0,0.0,0.0,0-9,2021-08-08,2021-08-08,117
10573,4.98,0.0,0.0,0.0,0-9,2021-08-09,2021-08-09,102
10675,4.99,0.0,0.0,0.0,0-9,2021-08-10,2021-08-10,102
10801,5.0,0.0,0.0,0.0,0-9,2021-08-11,2021-08-11,126
10923,5.01,0.0,0.0,0.0,0-9,2021-08-12,2021-08-12,122
11044,5.02,0.0,0.0,0.0,0-9,2021-08-13,2021-08-13,121
11146,5.02,0.0,0.0,0.0,0-9,2021-08-14,2021-08-14,102
11263,5.03,0.0,0.0,0.0,0-9,2021-08-15,2021-08-15,117
11366,5.04,0.0,0.0,0.0,0-9,2021-08-16,2021-08-16,103
11468,5.06,0.0,0.0,0.0,0-9,2021-08-17,2021-08-17,102
11585,5.07,0.0,0.0,0.0,0-9,2021-08-18,2021-08-18,117
11724,5.08,0.0,0.0,0.0,0-9,2021-08-19,2021-08-19,139
11879,5.1,0.0,0.0,0.0,0-9,2021-08-20,2021-08-20,155
11986,5.11,0.0,0.0,0.0,0-9,2021-08-21,2021-08-21,107
12088,5.11,0.0,0.0,0.0,0-9,2021-08-22,2021-08-22,102
12169,5.12,0.0,0.0,0.0,0-9,2021-08-23,2021-08-23,81
12285,5.13,0.0,0.0,0.0,0-9,2021-08-24,2021-08-24,116
12425,5.15,0.0,0.0,0.0,0-9,2021-08-25,2021-08-25,140
12544,5.16,0.0,0.0,0.0,0-9,2021-08-26,2021-08-26,119
12670,5.17,0.0,0.0,0.0,0-9,2021-08-27,2021-08-27,126
12784,5.18,0.0,0.0,0.0,0-9,2021-08-28,2021-08-28,114
12880,5.18,0.0,0.0,0.0,0-9,2021-08-29,2021-08-29,96
12982,5.19,0.0,0.0,0.0,0-9,2021-08-30,2021-08-30,102
13057,5.19,0.0,0.0,0.0,0-9,2021-08-31,2021-08-31,75
13181,5.2,0.0,0.0,0.0,0-9,2021-09-01,2021-09-01,124
13336,5.22,0.0,0.0,0.0,0-9,2021-09-02,2021-09-02,155
13430,5.22,0.0,0.0,0.0,0-9,2021-09-03,2021-09-03,94
13543,5.23,0.0,0.0,0.0,0-9,2021-09-04,2021-09-04,113
13657,5.25,0.0,0.0,0.0,0-9,2021-09-05,2021-09-05,114
13766,5.26,0.0,0.0,0.0,0-9,2021-09-06,2021-09-06,109
13877,5.27,0.0,0.0,0.0,0-9,2021-09-07,2021-09-07,111
13987,5.27,0.0,0.0,0.0,0-9,2021-09-08,2021-09-08,110
14125,5.28,0.0,0.0,0.0,0-9,2021-09-09,2021-09-09,138
14235,5.29,0.0,0.0,0.0,0-9,2021-09-10,2021-09-10,110
14381,5.3,0.0,0.0,0.0,0-9,2021-09-11,2021-09-11,146
14510,5.32,0.0,0.0,0.0,0-9,2021-09-12,2021-09-12,129
14616,5.33,0.0,0.0,0.0,0-9,2021-09-13,2021-09-13,106
14720,5.34,0.0,0.0,0.0,0-9,2021-09-14,2021-09-14,104
14841,5.34,0.0,0.0,0.0,0-9,2021-09-15,2021-09-15,121
14985,5.35,0.0,0.0,0.0,0-9,2021-09-16,2021-09-16,144
15129,5.37,0.0,0.0,0.0,0-9,2021-09-17,2021-09-17,144
15275,5.38,0.0,0.0,0.0,0-9,2021-09-18,2021-09-18,146
15399,5.39,0.0,0.0,0.0,0-9,2021-09-19,2021-09-19,124
15498,5.39,0.0,0.0,0.0,0-9,2021-09-20,2021-09-20,99
15608,5.4,0.0,0.0,0.0,0-9,2021-09-21,2021-09-21,110
15711,5.4,0.0,0.0,0.0,0-9,2021-09-22,2021-09-22,103
15810,5.4,0.0,0.0,0.0,0-9,2021-09-23,2021-09-23,99
15929,5.4,0.0,0.0,0.0,0-9,2021-09-24,2021-09-24,119
16134,5.41,0.0,0.0,0.0,0-9,2021-09-25,2021-09-25,205
16302,5.41,0.0,0.0,0.0,0-9,2021-09-26,2021-09-26,168
16471,5.43,0.0,0.0,0.0,0-9,2021-09-27,2021-09-27,169
16623,5.44,0.0,0.0,0.0,0-9,2021-09-28,2021-09-28,152
16769,5.43,0.0,0.0,0.0,0-9,2021-09-29,2021-09-29,146
16934,5.44,0.0,0.0,0.0,0-9,2021-09-30,2021-09-30,165
17094,5.45,0.0,0.0,0.0,0-9,2021-10-01,2021-10-01,160
17260,5.46,0.0,0.0,0.0,0-9,2021-10-02,2021-10-02,166
17388,5.47,0.0,0.0,0.0,0-9,2021-10-03,2021-10-03,128
17500,5.47,0.0,0.0,0.0,0-9,2021-10-04,2021-10-04,112
17584,5.47,0.0,0.0,0.0,0-9,2021-10-05,2021-10-05,84
17699,5.47,0.0,0.0,0.0,0-9,2021-10-06,2021-10-06,115
17892,5.49,0.0,0.0,0.0,0-9,2021-10-07,2021-10-07,193
18060,5.51,0.0,0.0,0.0,0-9,2021-10-08,2021-10-08,168
18200,5.52,0.0,0.0,0.0,0-9,2021-10-09,2021-10-09,140
18331,5.53,0.0,0.0,0.0,0-9,2021-10-10,2021-10-10,131
18421,5.53,0.0,0.0,0.0,0-9,2021-10-11,2021-10-11,90
18526,5.54,0.0,0.0,0.0,0-9,2021-10-12,2021-10-12,105
18645,5.55,0.0,0.0,0.0,0-9,2021-10-13,2021-10-13,119
18801,5.57,0.0,0.0,0.0,0-9,2021-10-14,2021-10-14,156
18960,5.59,0.0,0.0,0.0,0-9,2021-10-15,2021-10-15,159
19085,5.6,0.0,0.0,0.0,0-9,2021-10-16,2021-10-16,125
19186,5.6,0.0,0.0,0.0,0-9,2021-10-17,2021-10-17,101
19287,5.62,0.0,0.0,0.0,0-9,2021-10-18,2021-10-18,101
19375,5.62,0.0,0.0,0.0,0-9,2021-10-19,2021-10-19,88
19482,5.63,0.0,0.0,0.0,0-9,2021-10-20,2021-10-20,107
19609,5.64,0.0,0.0,0.0,0-9,2021-10-21,2021-10-21,127
19725,5.65,0.0,0.0,0.0,0-9,2021-10-22,2021-10-22,116
19861,5.67,0.0,0.0,0.0,0-9,2021-10-23,2021-10-23,136
19978,5.68,0.0,0.0,0.0,0-9,2021-10-24,2021-10-24,117
20081,5.69,0.0,0.0,0.0,0-9,2021-10-25,2021-10-25,103
20191,5.7,0.0,0.0,0.0,0-9,2021-10-26,2021-10-26,110
20191,5.7,0.0,0.0,0.0,0-9,2021-10-26,2021-10-26,0
20361,5.71,0.0,0.0,0.0,0-9,2021-10-27,2021-10-27,170
20581,5.74,0.0,0.0,0.0,0-9,2021-10-28,2021-10-28,220
20788,5.77,0.0,0.0,0.0,0-9,2021-10-29,2021-10-29,207
20984,5.79,0.0,0.0,0.0,0-9,2021-10-30,2021-10-30,196
21143,5.8,0.0,0.0,0.0,0-9,2021-10-31,2021-10-31,159
21296,5.81,0.0,0.0,0.0,0-9,2021-11-01,2021-11-01,153
21440,5.83,0.0,0.0,0.0,0-9,2021-11-02,2021-11-02,144
21670,5.85,0.0,0.0,0.0,0-9,2021-11-03,2021-11-03,230
21904,6.0,0.0,0.0,0.0,0-9,2021-11-04,2021-11-04,234
22111,6.0,0.0,0.0,0.0,0-9,2021-11-05,2021-11-05,207
22321,5.91,0.0,0.0,0.0,0-9,2021-11-06,2021-11-06,210
22522,5.93,0.0,0.0,0.0,0-9,2021-11-07,2021-11-07,201
22675,5.94,0.0,0.0,0.0,0-9,2021-11-08,2021-11-08,153
22876,5.97,0.0,0.0,0.0,0-9,2021-11-09,2021-11-09,201
23051,5.97,0.0,0.0,0.0,0-9,2021-11-10,2021-11-10,175
23282,6.0,0.0,0.0,0.0,0-9,2021-11-11,2021-11-11,231
23496,6.01,0.0,0.0,0.0,0-9,2021-11-12,2021-11-12,214
23676,6.02,0.0,0.0,0.0,0-9,2021-11-13,2021-11-13,180
23875,6.04,0.0,0.0,0.0,0-9,2021-11-14,2021-11-14,199
24060,6.05,0.0,0.0,0.0,0-9,2021-11-15,2021-11-15,185
24270,6.07,0.0,0.0,0.0,0-9,2021-11-16,2021-11-16,210
24524,6.09,0.0,0.0,0.0,0-9,2021-11-17,2021-11-17,254
24755,6.1,0.0,0.0,0.0,0-9,2021-11-18,2021-11-18,231
24975,6.1,0.0,0.0,0.0,0-9,2021-11-19,2021-11-19,220
25253,6.12,0.0,0.0,0.0,0-9,2021-11-20,2021-11-20,278
25560,6.15,0.0,0.0,0.0,0-9,2021-11-21,2021-11-21,307
25824,6.17,0.0,0.0,0.0,0-9,2021-11-22,2021-11-22,264
26113,6.2,0.0,0.0,0.0,0-9,2021-11-23,2021-11-23,289
26412,6.21,0.0,0.0,0.0,0-9,2021-11-24,2021-11-24,299
26705,6.22,0.0,0.0,0.0,0-9,2021-11-25,2021-11-25,293
27023,6.24,0.0,0.0,0.0,0-9,2021-11-26,2021-11-26,318
27363,6.26,0.0,0.0,0.0,0-9,2021-11-27,2021-11-27,340
27711,6.29,0.0,0.0,0.0,0-9,2021-11-28,2021-11-28,348
28046,6.31,0.0,0.0,0.0,0-9,2021-11-29,2021-11-29,335
28353,6.34,0.0,1.0,0.03,0-9,2021-11-30,2021-11-30,307
28769,6.36,0.0,1.0,0.03,0-9,2021-12-01,2021-12-01,416
29193,6.38,0.0,1.0,0.03,0-9,2021-12-02,2021-12-02,424
29645,6.41,0.0,1.0,0.03,0-9,2021-12-03,2021-12-03,452
30147,6.44,0.0,1.0,0.03,0-9,2021-12-04,2021-12-04,502
30631,6.48,0.0,1.0,0.03,0-9,2021-12-05,2021-12-05,484
31116,6.52,0.0,1.0,0.03,0-9,2021-12-06,2021-12-06,485
31664,6.57,0.01,2.0,0.05,0-9,2021-12-07,2021-12-07,548
32328,6.6,0.01,2.0,0.05,0-9,2021-12-08,2021-12-08,664
33011,6.65,0.01,3.0,0.07,0-9,2021-12-09,2021-12-09,683
33737,6.7,0.01,3.0,0.07,0-9,2021-12-10,2021-12-10,726
34467,6.75,0.01,3.0,0.07,0-9,2021-12-11,2021-12-11,730
35096,6.78,0.01,3.0,0.07,0-9,2021-12-12,2021-12-12,629
35709,6.83,0.01,3.0,0.07,0-9,2021-12-13,2021-12-13,613
36356,6.88,0.01,3.0,0.07,0-9,2021-12-14,2021-12-14,647
37207,6.94,0.01,3.0,0.07,0-9,2021-12-15,2021-12-15,851
37992,6.98,0.01,3.0,0.07,0-9,2021-12-16,2021-12-16,785
38882,7.05,0.01,3.0,0.07,0-9,2021-12-17,2021-12-17,890
39775,7.12,0.01,3.0,0.06,0-9,2021-12-18,2021-12-18,893
40560,7.18,0.01,3.0,0.06,0-9,2021-12-19,2021-12-19,785
41292,7.24,0.01,3.0,0.06,0-9,2021-12-20,2021-12-20,732
41292,7.24,0.01,3.0,0.06,0-9,2021-12-20,2021-12-20,0
41993,7.3,0.01,3.0,0.06,0-9,2021-12-21,2021-12-21,701
42871,7.35,0.01,3.0,0.06,0-9,2021-12-22,2021-12-22,878
43698,7.41,0.01,3.0,0.06,0-9,2021-12-23,2021-12-23,827
44458,7.46,0.01,3.0,0.06,0-9,2021-12-24,2021-12-24,760
45217,7.51,0.01,3.0,0.06,0-9,2021-12-25,2021-12-25,759
45934,7.56,0.01,3.0,0.06,0-9,2021-12-26,2021-12-26,717
46574,7.61,0.01,3.0,0.06,0-9,2021-12-27,2021-12-27,640
47162,7.66,0.01,3.0,0.06,0-9,2021-12-28,2021-12-28,588
47778,7.69,0.01,3.0,0.06,0-9,2021-12-29,2021-12-29,616
48461,7.74,0.01,3.0,0.05,0-9,2021-12-30,2021-12-30,683
48461,7.74,0.01,3.0,0.05,0-9,2021-12-30,2021-12-30,0
49146,7.79,0.01,3.0,0.05,0-9,2021-12-31,2021-12-31,685
49825,7.84,0.01,3.0,0.05,0-9,2022-01-01,2022-01-01,679
50345,7.88,0.01,3.0,0.05,0-9,2022-01-02,2022-01-02,520
50834,7.92,0.01,3.0,0.05,0-9,2022-01-03,2022-01-03,489
51249,7.94,0.01,3.0,0.05,0-9,2022-01-04,2022-01-04,415
51771,7.97,0.01,3.0,0.05,0-9,2022-01-05,2022-01-05,522
52325,8.0,0.01,3.0,0.05,0-9,2022-01-06,2022-01-06,554
52769,8.03,0.01,3.0,0.05,0-9,2022-01-07,2022-01-07,444
53179,8.05,0.01,3.0,0.05,0-9,2022-01-08,2022-01-08,410
53602,8.07,0.01,3.0,0.05,0-9,2022-01-09,2022-01-09,423
53998,8.09,0.01,3.0,0.05,0-9,2022-01-10,2022-01-10,396
54422,8.12,0.01,3.0,0.05,0-9,2022-01-11,2022-01-11,424
54874,8.13,0.01,3.0,0.05,0-9,2022-01-12,2022-01-12,452
55350,8.15,0.01,3.0,0.05,0-9,2022-01-13,2022-01-13,476
55805,8.16,0.01,3.0,0.05,0-9,2022-01-14,2022-01-14,455
